ID,Entry,OriginalEmotion,ValidatedEmotion
13882,Yolda giderken bir şahsın başka birini taciz etmesinden tiksinirim.,Disgust,Disgust
13883,Belediye otobüsünün boş geçtiğini gördüğümde şaşırdım.,Surprise,Surprise
13885,Korku filmlerinden veDeğer verdiklerimin güvenini kaybetmekten korkarım.,Fear,Fear
13886,Haklı olduğum durumda haksız konuma düştüğümde öfkelenirim.,Anger,Anger
13887,Ülkemizde yaşanan olaylardan üzülüyorum.,Sadness,Sadness
13888,Arkadaşımın şahit olup anlattığı taciz olayında tiksinti duydum.,Disgust,Disgust
13890,Kilo verdiğimde çok mutlu oldum.,Happy,Happy
13891,Ödev olduğunu unuttuğumda  korkuyorum.,Fear,Fear
13892,Otobüslerin dolu gelmesine ve otobüste kavga edilmesine öfkeleniyorum.,Anger,Anger
13893,Kardeşimin merdivenden düşmesi ve damağına dikiş atılmasına üzüldüm.,Sadness,Sadness
13894,Bir adamın bir kadını taciz etmesinden tiksiniyorum.,Disgust,Disgust
13896,Hacıların birbirini ezmesinden,Happy,Ambigious
13897,Allah'tan korkarım.,Fear,Fear
13898,Alışveriş yerlerinde çöplerini çöp kutusuna atmayanlara öfkelenirim.,Anger,Anger
13899,İnsanların ölmesine üzülürüm.,Sadness,Sadness
13900,Türkü barlardaki kağıt (peçete ) israfından tiksindim.,Disgust,Disgust
13901,Hastalıktan çabuk iyileşmeme şaşırdım.,Surprise,Surprise
13902,Hacıların birbirini ezmesi,Happy,Ambigious
13903,Uzuv kaybından korkarım.,Fear,Fear
13904,"Ankaralı Namık'ın"" traji komik ölümüne şaşırdım ve öfkelendim.""",Anger,Anger
13905,Haksız yere canların alınmasına (Cinayetlere) üzülürüm.,Sadness,Sadness
13906,Bana iftira atılmasından tiksinirim.,Disgust,Disgust
13907,İlk gözlük taktığımda kör olduğumu sanıp şaşırmıştım.,Surprise,Surprise
13908,Cuma akşamları mutluyum.,Happy,Happy
13910,Pazartesi sabahları öfkeli oluyorum.,Anger,Anger
13912,6.45 te sabah kahvaltısı yapmaktan tiksiniyorum.,Disgust,Disgust
13914,Arkadaşlarımla olmaktan mutlu olurum.,Happy,Happy
13915,Sevdiklerimi kaybetmekten korkarım.,Fear,Fear
13916,Sevdiklerime laf atıldığında öfkelenirim.,Anger,Anger
13917,Sevdiklerimi kaybettiğimde üzülürüm.,Sadness,Sadness
13918,Yemekten kıl çıktığında tiksinirim.,Disgust,Disgust
13919,Sınavdan 99 aldığıma şaşırırım.,Surprise,Surprise
13920,Ailemle geçirdiğim hafta sonlarında mutlu olurum.,Happy,Happy
13921,Yalnız kalmaktan korkarım.,Fear,Fear
13922,Yalan söylenmesine öfkelenirim.,Anger,Anger
13923,Yakınlarımı kaybettiğimde üzülürüm.,Sadness,Sadness
13924,Yerlere tükürülmesinden tiksinirim.,Disgust,Disgust
13925,Ani karşılaşmalarda şaşırırım.,Surprise,Surprise
13926,2014 yılında istediğim liseyi kazanınca çok mutlu oldum.,Happy,Happy
13927,Akşam 8.00 de kordonda bisiklet binerken arkama takılan sokak köpeklerinden korktum,Fear,Fear
13928,Güvendiğim bir arkadaşımın bana iftira atmasına öfkelendim.,Anger,Anger
13929,Matematik ten 58 aldığında üzüldüm.,Sadness,Sadness
13930,Çatalda gördüğüm yemek artığından tiksindim.,Disgust,Disgust
13931,Bu sınıfta okul ikincisi olduğumda şaşırdım.,Surprise,Surprise
13932,İki kere yurt dışında tatile gittim çok mutlu oldum.,Happy,Happy
13934,Yakın arkadaşımın beklenmedik davranışına öfkelendim.,Anger,Anger
13935,Çoktan beri tanıdığımız bir yakınımızın ölümüne üzüldüm.,Sadness,Sadness
13936,kan vermeye gittiğimde beni kan tuttuğundan tiksindim.,Disgust,Disgust
13937,İzmir Atatürk Lisesini kazandığımda çok şaşırdım.,Surprise,Surprise
13938,Ailem ve arkadaşlarımla birlikte olduğumda mutlu olurum.,Happy,Happy
13939,Korku filmi izlediğimde korkarım.,Fear,Fear
13940,Haksızlığa uğradığımda öfkelenirim.,Anger,Anger
13941,Güvendiğim bir insandan beklemediğim bir hareket görünce üzüldüm.,Sadness,Sadness
13943,Bu okulu kazandığıma çok şaşırmıştım.,Surprise,Surprise
13950,Okula gitmediğim günler mutlu olurum.,Happy,Happy
13951,Ödev verildiğinde korkarım.,Fear,Fear
13952,Derslerin başladığı zamanlar öfkelenirim.,Anger,Anger
13953,Okula başladığım günler öfkeleniyorum.,Sadness,Anger
13954,Sınav listesi açıklandığında tiksinirim.,Disgust,Disgust
13955,Daha çok ödev verildiğinde şaşırıyorum.,Surprise,Surprise
13956,İzmir Atatürk Lisesini kazandığımda mutlu oldum.,Happy,Happy
13957,Odama giren böceklerden korkarım.,Fear,Fear
13959,Yakınlarımdan birinin ölümüne üzülürüm.,Sadness,Sadness
13960,Odamda gördüğüm örümcekten tiksindim.,Disgust,Disgust
13962,Saksafon çalarken ve derslerimde başarılı olduğumda mutlu olurum.,Happy,Happy
13963,Mahallemize giren suçluyu takip eden polislerden korktum.,Fear,Fear
13964,Öfkeliyken dalga geçilmesine kinleniyorum daha fazla öfkeleniyorum.,Anger,Anger
13965,Son patlamada ölenlere üzülüyorum arkadaşlarımdan empati yapmalarını bekliyorum.,Sadness,Sadness
13966,Kızların küfür edenlerden ve küçük yaşta sigara içenlerden tiksiniyorum.,Disgust,Disgust
13967,Arkadaşımın espri yaptıktan sonra gereksiz yere kızmasına şaşırdım.,Surprise,Surprise
13968,Ailemle ve arkadaşlarımla bir arada olduğumda mutlu olurum.,Happy,Happy
13969,Gece yalnız kalmaktan korkarım.,Fear,Fear
13970,Kibirli davrananlardan ve yalan söylenmesine öfkelenirim.,Anger,Anger
13971,Yakınlarımdan birinin başına kötü bir şey geldiğinde üzülürüm.,Sadness,Sadness
13972,Yere tükürenlerden tiksinirim.,Disgust,Disgust
13973,Kedimin doğumunu gördüğümde çok şaşırdım.,Surprise,Surprise
13974,Babam araba sürmeme izin verince çok mutlu oldum.,Happy,Happy
13975,Denizde arkadaşlarla şakalaşırken boğulma tehlikesi geçirince çok korktum.,Fear,Fear
13976,Sözlerimin dikkate alınmamasına öfkelenirim.,Anger,Anger
13977,Yeni aldığım tableti düşürüp kırınca çok üzüldüm.,Sadness,Sadness
13978,Toplu yerlerde keskin ter kokusundan tiksinirim.,Disgust,Disgust
13979,Okula giderken yanıma cüzdan ve para almayı unutmuşum. Otobüse bindiğimde kartımın ve paramın olmadığını anladığımda çok şaşırdım.,Surprise,Surprise
13980,Ders boş geçince mutlu olurum.,Happy,Happy
13981,Turnikelerde ezilince çok korktum.,Fear,Fear
13982,Derste hoca uyumama izin vermeyince öfkelendim.,Anger,Anger
13983,"Sosyal medyada unfollow"" yiyince üzüldüm.""",Sadness,Sadness
13984,Yemekten saç çıkınca tiksinirim.,Disgust,Disgust
13985,Biyolojiden yüksek not aldığıma şaşırdım.,Surprise,Surprise
13986,Yeni bir kıyafet aldığım zaman mutlu olurum.,Happy,Happy
13987,Yılan gördüğümde korkarım.,Fear,Fear
13988,Çarpıp özür dilenmemesine öfkelenirim.,Anger,Anger
13989,Sevdiğim kitabın son sayfasına geldiğim zaman üzülürüm.,Sadness,Sadness
13990,Okul yemeklerinden saç çıkınca tiksinirim.,Disgust,Disgust
13991,İnsanların ne kadar kaba olduğunu görünce şaşırdım.,Surprise,Surprise
13992,Sınavlardan yüksek not alınca mutlu olurum.,Happy,Happy
13993,Sözlüde listeden benim adımın çıkmasından korkarım.,Fear,Fear
13994,Bazı öğretmenlerin yüksek egolu olmasına öfkelenirim.,Anger,Anger
13995,"John Snow'ın"" ölmesine üzüldüm.""",Sadness,Sadness
13996,Yemekhanede kedi olmasından ve yemeklerden kıl çıkmasından tiksinirim.,Disgust,Disgust
13997,Sınavda kolay soru çıkınca şaşırırım,Surprise,Surprise
13998,Çok sevdiğim bir filmin kitabının çıkacağını öğrenince mutlu olurum.,Happy,Happy
13999,Çöp atarken çöpten kedi çıkınca korkarım.,Fear,Fear
14000,Kardeşim odamı dağıttığında öfkelenirim.,Anger,Anger
14001,Yazılıdan düşük not alınca üzülürüm.,Sadness,Sadness
14002,Yemekhanede sevmediğim yemekler üst üste çıkınca tiksinirim.,Disgust,Disgust
14003,Yazılıda beklemediğim kadar kolay soru çıkınca şaşırdım.,Surprise,Surprise
14004,Çok çalıştığım sınavdan yüksek not alınca mutlu olurum.,Happy,Happy
14005,Sınav haftası gelince korkarım.,Fear,Fear
14006,"Yemeklerde sürekli aynı yemeklerin çıkmasına,Yazılıda hocaların çıkmayacak dedikleri sorunun sorulmasına öfkelenirim.",Anger,Anger
14007,Yazılıdan düşük not alınca üzülürüm.,Sadness,Sadness
14008,Yemekhaneden çıkan yemekler kötü olunca tiksinirim.,Disgust,Disgust
14009,Yazılıda kolay sorular çıkınca şaşırırım.,Surprise,Surprise
14010,Yazılıdan iyi not aldığımda mutlu olurum.,Happy,Happy
14011,Sınav haftası yaklaştığında korkarım.,Fear,Fear
14012,Yazılıda işlenmeyen bir konudan soru çıkınca öfkeleniyorum.,Anger,Anger
14013,Yazılıdan kötü not alınca üzülürüm.,Sadness,Sadness
14014,Yemeklerde sürekli tavuk çıkınca tavuktan tiksindim.,Disgust,Disgust
14015,Sınavlarda kolay soru çıkınca şaşırırım.,Surprise,Surprise
14016,İstediğim bir şey gerçekleşince mutlu olurum.,Happy,Happy
14017,Sevdiğim insanlara zarar gelmesinden korkarım.,Fear,Fear
14018,Yalan söylenmesine öfkelenirim.,Anger,Anger
14019,Boş derse öğretmen gelirse üzülürüm.,Sadness,Sadness
14020,Yemeğimden saç vb. çıkınca tiksinirim.,Disgust,Disgust
14021,Kantin sırasında öğrenci olmayınca şaşırdım.,Surprise,Surprise
14022,Matematikten yüksek not alınca mutlu olurum.,Happy,Happy
14023,Tüm sınavlardan korkarım.,Fear,Fear
14024,Boş sandığım derse öğretmenin gelmesine öfkelenirim.,Anger,Anger
14025,Matematikten düşük not alınca üzüldüm.,Sadness,Sadness
14026,Yemekhanedeki yemeklerden kıl çıkınca tiksinirim.,Disgust,Disgust
14027,Matematik sınavı kolay olunca şaşırdım.,Surprise,Surprise
14028,Matematik sınavında yüksek not alınca mutlu olurum.,Happy,Happy
14029,Sözlü sınavında öğretmenin listeden şeçmesinde korkuyorum.,Fear,Fear
14030,Okulumuzda toplumda olduğu gibi erkek egemen yapıdan öfkeleniyorum.,Anger,Anger
14031,Yazılıdan düşük not alınca üzülürüm.,Sadness,Sadness
14032,Yemekhanede yemeklerden saç çıkınca tiksinirim.,Disgust,Disgust
14033,Matematik sınavında kolay soru çıkınca şaşırdım.,Surprise,Surprise
14034,Daha çağdaş şehirlerde beni nesneleştiren bakışlar olmaksızın yaşamaktan mutlu olurum.,Happy,Happy
14035,Sokakta kendimi güvende hissetmediğimde korkarım.,Fear,Fear
14036,Erkek egemen toplumda eşitlik olduğunun savunulmasından öfkeleniyorum.,Anger,Anger
14037,Kız ve erkek çocukların aynı şekilde yetiştirilmemesine üzülüyorum.,Sadness,Sadness
14038,Taciz ve tecavüz olaylarından ve bu durumlarda hala kadınlarda hata aranmasından tiksiniyorum.,Disgust,Disgust
14039,Bazı toplumlarda kız çocuklarının sünnet edilmesine şaşırıyorum.,Surprise,Surprise
14040,Bir arkadaşımın benim portremi çizmesinden mutlu oldum.,Happy,Happy
14041,İlk kez evde tek başıma kaldığımda korkmuştum.,Fear,Fear
14042,dokuzuncu sınıf ikinci dönemde matematik notumun 84 te kalması ve yükseltme talebimin reddedilmesine öfkelendim.,Anger,Anger
14043,Ablamın üniversite için evden ayrılmasına üzüldüm.,Sadness,Sadness
14044,Toplumda kadına nasıl davranılması gerektiğinin öğretilmemesi nedeniyle taciz ve tecavüz olaylarının artmasından tiksiniyorum.,Disgust,Disgust
14045,14. yaş günümde ablamın sürpriz yaş günü partisi hazırlamasına şaşırdım.,Surprise,Surprise
14046,Erkek egemenliğini kabul edip yanımızda olanları gördükçe mutlu oluyorum.,Happy,Happy
14047,Geleceğimizi düşündüğümde korkuyorum.,Fear,Fear
14048,Erkeklere boyun eğen kadınlara öfkeleniyorum.,Anger,Anger
14049,"çocuk gelinler, tecavüze uğrayan kadınlar, haksız yere katledilen insanları duyunca üzülüyorum.",Sadness,Sadness
14050,Yanındaki kadınların sahibiymiş gibi davranan erkeklerden tiksinirim.,Disgust,Disgust
14051,Erkek egemenliğine karşı olduğunu söyleyen bir Türk gördüğümde şaşırıyorum.,Surprise,Surprise
14052,Okul çıkışında mutlu oluyorum.,Happy,Happy
14053,Cuma tören çıkışı kurs çıkmasından korkuyorum.,Fear,Fear
14054,Turnikelerde sıra beklerken öfkeleniyorum.,Anger,Anger
14055,Okula gelmekten üzülüyorum.,Sadness,Sadness
14056,Turnikelerin kollarından tiksiniyorum.,Disgust,Disgust
14057,Turnikelerin önünde sıra olmadığını görünce şaşırıyorum.,Surprise,Surprise
14058,Dersin boş geçeceğini öğrendiğimde mutlu olurum.,Happy,Happy
14059,Tuvalet sırasının çok olmasından korkarım.,Fear,Fear
14060,Aç kaldığımda öfkeleniyorum.,Anger,Anger
14061,Çok acıktığım bir gün yemek yiyeceğim zaman kaşıkta yemek artıklarını görünce üzüldüm.,Sadness,Ambigious
14062,Temiz kaşıkların yanındaki bulaşıklardan tiksinirim.,Disgust,Disgust
14063,Arkadaşım bana bağırınca şaşırdım.,Surprise,Surprise
14064,Oyunda birinci olduğumda ve istediklerim gerçekleşince mutlu oluyorum.,Happy,Happy
14065,Oyunda teke tek kaldığımda korkuyorum.,Fear,Fear
14066,Oyunuma istemediğim kişilerin gelmesine öfkeleniyorum.,Anger,Anger
14067,Oyunda yenecekken kaybettiğimde üzülürüm.,Sadness,Sadness
14068,Slovaklardan Ruslardan tiksiniyorum.,Disgust,Disgust
14069,Oyunda bir Rus'un skor elde etmesine şaşırıyorum.,Surprise,Surprise
14070,Boş derslerde mutlu olurum.,Happy,Happy
14071,Kavgalardan korkarım.,Fear,Fear
14072,"Farklı kişilerle yanlış yerlerde, ömrümün boş geçeceğini düşününce öfkeleniyorum.",Anger,Anger
14073,Çok emek verdiğim ödevin incelenmemesinden üzüntü duyarım.,Sadness,Sadness
14074,Her gün yaklaşık 8 saatimin okulda geçeceğini düşündüğümde tiksiniyorum.,Disgust,Disgust
14075,Bu formu rahatça doldurduğuma şaşırıyorum.,Surprise,Surprise
14076,10 saatten fazla uyuyabildiğimde mutlu oluyorum.,Happy,Happy
14077,Kimyacının derse gelmesinden korktum.,Fear,Fear
14078,Kimyacının başımı şişirmesine öfkeleniyorum.,Anger,Anger
14079,Uyuyamadığıma üzülüyorum.,Sadness,Sadness
14080,Ağzı açık sakız çiğneyenlerden tiksinirim.,Disgust,Disgust
14081,Öğle arasının çok çabuk geçmesine şaşırıyorum.,Surprise,Surprise
14088,Turnikelerde sıra olmayınca mutlu olurum.,Happy,Happy
14089,Cuma günü çıkışta turnikelerden geçmeye korkuyorum.,Fear,Fear
14090,Turnikelerde sıra olunca öfkelenirim.,Anger,Anger
14091,Cuma günü çıkışta turnikelerden geçmek zorunda olduğuma üzülüyorum.,Sadness,Sadness
14092,Turnikelerin kollarından tiksiniyorum.,Disgust,Disgust
14093,Turnikelerin önünde sıra olmasına şaşırırım.,Surprise,Surprise
14094,Ben istediğimi söylemeden anne ve babamın bunu anlayıp bana hediye almaları beni mutlu eder.,Happy,Happy
14095,Kapalı ve dar bir alanda kilitli kalmaktan korkarım.,Fear,Fear
14096,İstemediğim şakalara öfkelenirim.,Anger,Anger
14097,Bazen sebepsiz yere de üzülürüm.,Sadness,Sadness
14098,Kötü olan her şeyden tiksinirim.,Disgust,Disgust
14099,Yanımdaki arkadaşıma verilen anket formlarında soruların yerlerinin farklı olmasına şaşırdım.,Surprise,Surprise
14100,70 in boş olmasından mutlu oldum.,Happy,Happy
14101,Cumartesi gününü pazartesi sandığımda korkuyorum.,Fear,Fear
14102,Cuma günü okuldan çıkışta turnikelere kart basmak zorunda olmama öfkeleniyorum.,Anger,Anger
14103,Düşük not aldığımda üzülürüm.,Sadness,Sadness
14104,Yemekhanede yemekten kötü bir şey çıktığında tiksinirim.,Disgust,Disgust
14106,sabah erken kalktığımda okulun olmadığını öğrenmekten mutlu oldum.,Happy,Happy
14112,Her zaman mutluyum.,Happy,Happy
14113,Tuttuğum takımda sakatlık olmasından korkarım.,Fear,Fear
14114,Yemekhanenin dolu olmasına öfkelenirim.,Anger,Anger
14115,Sınavdan düşük not alınca üzülürüm.,Sadness,Sadness
14116,Yemekten yabancı cisim çıktığında tiksinirim.,Disgust,Disgust
14118,100 aldığımda mutlu olurum.,Happy,Happy
14119,sınıfta kalmaktan korkarım.,Fear,Fear
14120,Arkadaşımın yapma dediğim bir şeyi ısrarla yapmasına öfkelenirim.,Anger,Anger
14121,Düşük not aldığımda üzülürüm.,Sadness,Sadness
14122,Yemekhanede kötü yemek çıkınca tiksinirim.,Disgust,Disgust
14123,Düşük beklediğim sınavdan 100 alınca şaşırırım.,Surprise,Surprise
14124,Sevdiklerimle sorunsuzca bir arada olduğumda mutlu olurum.,Happy,Happy
14125,Sevdiğim birisiyle tartışınca aram bozulacak diye korkarım.,Fear,Fear
14126,Haksızlık yapılmasına öfkelenirim.,Anger,Anger
14127,Beklemediğim kişinin kalbimi kırmasına üzülürüm.,Sadness,Sadness
14128,Şımarık insanlardan tiksinirim.,Disgust,Disgust
14129,Matematikten 48 aldığımı öğrenince çok şaşırdım.,Surprise,Surprise
14130,Herhangi bir etkinlikte derece almaktan mutlu olurum.,Happy,Happy
14131,Allah'tan başka bir şeyden korkmam,Fear,Fear
14132,Okul turnikelerine öfkeleniyorum.,Anger,Anger
14133,Pandaların neslinin tükenmesine üzülüyorum.,Sadness,Sadness
14134,Korna sesinden tiksinirim.,Disgust,Disgust
14135,Çölde karşıma penguen çıkmasına şaşırırım.,Surprise,Surprise
14136,Okulun tatil olmasından mutlu olurum.,Happy,Happy
14137,Oyunlarımın silinmesinden korkarım.,Fear,Fear
14138,Benimle alay edildiğinde öfkelenirim.,Anger,Anger
14139,Eşyalarımın kaybolmasına üzülürüm.,Sadness,Sadness
14140,Yere tükürülmesinden tiksinirim.,Disgust,Disgust
14141,Kötü beklediğim dersten yüksek not alınca şaşırırım.,Surprise,Surprise
14142,Hediye alınca mutlu olurum.,Happy,Happy
14143,Kapalı alanlardan ve akarsudan korkarım.,Fear,Fear
14144,Genel olarak her şeye öfkelenirim.,Anger,Anger
14145,Arkadaşlarım üzülürse ben de üzülürüm.,Sadness,Sadness
14146,Sevmediğim kişilerin benimle konuşmalarından tiksinirim.,Disgust,Disgust
14147,Babamın benimle konuşmasına şaşırdım.,Surprise,Surprise
14148,İngilizcede tam ders uyumaktan mutlu olurum.,Happy,Happy
14149,Bazı derste uyuyamamaktan korkarım.,Fear,Fear
14150,Hocanın derste uyuduğumu görünce bana kızmasına öfkelendim.,Anger,Anger
14151,Pazartesi sabah erken uyanmaktan üzülürüm.,Sadness,Sadness
14152,Embesil gibi uyuduğumda kendimden tiksinirim.,Disgust,Disgust
14153,İstemsiz olarak uyuduğumda şaşırırım.,Surprise,Surprise
14154,Ailemle vakit geçirmekten mutlu olurum.,Happy,Happy
14155,Tanımadığım birinin beni arkadaşımdan sormasından korkarım.,Fear,Fear
14156,Yerlere çöp atılmasından vekonuşurken gözümün içine bakılmamasından öfkelenirim.,Anger,Anger
14157,Çok çalıştığım dersin sınavından düşük not alınca üzülürüm.,Sadness,Sadness
14158,Böceklerden ve farelerden tiksinirim.,Disgust,Disgust
14159,Beklemediğimiz bir anda misafir gelmesine şaşırırım.,Surprise,Surprise
14160,Doğum günümde hediye almaktan mutlu olurum.,Happy,Happy
14161,Sıramın üzerinde örümcek gördüğümde çok korktum.,Fear,Fear
14162,Uzun süre uykusuz ve aç kaldığımda öfkelenirim.,Anger,Anger
14165,Eski sevgilim doğum günümü kutlayınca şaşırdım.,Surprise,Surprise
14166,Sınavlardan yüksek not alınca mutlu oluyorum.,Happy,Happy
